id,item_code,colour,category,buffer_req,production_plan
423793,DB-04,IVORY,Accessorise,0,0
423794,DB-04,WHITE,Accessorise,0,0
423795,DF-01,,Accessorise,0,0
423796,DF-01,IVORY,Accessorise,0,0
423797,DF-01,WHITE,Accessorise,43.33,23.33
423798,EPT-01,,Accessorise,916.67,386.67
423799,H-1,IVORY,Accessorise,0,0
423800,H-1,WHITE,Accessorise,0,0
423801,H-2,IVORY,Accessorise,0,0
423802,H-2,WHITE,Accessorise,0,0
423803,H-3,IVORY,Accessorise,0,0
423804,H-3,WHITE,Accessorise,0,0
423805,H-4,IVORY,Accessorise,0,0
423806,H-4,WHITE,Accessorise,0,0
423807,H-5,IVORY,Accessorise,0,0
423808,H-5,WHITE,Accessorise,0,0
423809,H-86,IVORY,Faucets & Jetsprays & Shower,0,0
423810,H-86,PINK,Faucets & Jetsprays & Shower,0,0
423811,H-86,WHITE,Faucets & Jetsprays & Shower,0,0
423812,H-87,IVORY,Faucets & Jetsprays & Shower,0,0
423813,H-87,PINK,Faucets & Jetsprays & Shower,0,0
423814,H-87,WHITE,Faucets & Jetsprays & Shower,0,0
423815,H-88,IVORY,Faucets & Jetsprays & Shower,0,0
423816,H-88,PINK,Faucets & Jetsprays & Shower,0,0
423817,H-88,WHITE,Faucets & Jetsprays & Shower,0,0
423818,HF-190,IVORY,Faucets & Jetsprays & Shower,106.33,0
423819,HF-190,WHITE,Faucets & Jetsprays & Shower,669,1837
423820,HF-191,IVORY,Faucets & Jetsprays & Shower,19.33,0
423821,HF-191,WHITE,Faucets & Jetsprays & Shower,112,222
423822,I-151,,Ball Cock,12,12
423823,I-152,,Ball Cock,28.33,28.33
423824,I-153,,Ball Cock,6.67,6.67
423825,I-155,,Ball Cock,5,5
423826,I-161,,Ball Cock,0,0
423827,I-162,,Ball Cock,0,0
423828,I-163,,Ball Cock,0,0
423829,I-164,,Ball Cock,0,0
423830,I-167,,Ball Cock,0,0
423831,I-168,,Ball Cock,0,0
423832,I-169,,Ball Cock,0,0
423833,I-171,-,Ball Cock,0,0
423834,I-173,-,Ball Cock,0,0
423835,I-174,-,Ball Cock,0,0
423836,I-175,-,Ball Cock,0,0
423837,I-177,-,Ball Cock,0,0
423838,LB-01,IVORY,Accessorise,0,0
423839,LB-01,WHITE,Accessorise,3323.33,1462.33
423840,LF-152,,Accessorise,67.67,240.67
423841,LF-153,,Accessorise,337,554
423842,LF-154,,Accessorise,147.33,241.33
423843,LF-155,,Accessorise,302.33,553.33
423844,LF-156,,Accessorise,114.33,275.33
423845,LFP-156,,Accessorise,0,0
423846,N-151,,Ball Cock,0,0
423847,N-152,,Ball Cock,0,0
423848,N-153,,Ball Cock,0,0
423849,P-121,,Cocks Standard,5634.67,8587.67
423850,P-124,,Cocks Standard,4145,6275
423851,P-144,,Cocks Standard,3932.67,4215.67
423852,PD-18,IVORY,Accessorise,0,0
423853,PD-18,WHITE,Accessorise,22.67,20.67
423854,PH-1,,Accessorise,0,0
423855,PH-2,,Accessorise,100,150
423856,PI-18,IVORY,Accessorise,0,0
423857,PI-18,WHITE,Accessorise,0,0
423858,PP-01,,Accessorise,0,0
423859,PP-02,,Accessorise,0,0
423860,PQ-18,IVORY,Accessorise,0,0
423861,PQ-18,WHITE,Accessorise,0,114
423862,PR-18,IVORY,Accessorise,0,0
423863,PR-18,WHITE,Accessorise,42.67,40.67
423864,PS-121,,Cocks Standard,3035.33,5493.33
423865,PS-124,,Cocks Standard,2726.33,4286.33
423866,PS-144,,Cocks Standard,2468.67,3518.67
423867,PTA-1,,Accessorise,38.33,19.33
423868,PTA-12,,Accessorise,75,53
423869,PTA-13,,Accessorise,67.67,22.67
423870,PTA-14,,Accessorise,279.67,247.67
423871,PTA-15,,Accessorise,312,140
423872,PTA-17,,Accessorise,4.33,0
423873,PTA-18,,Accessorise,214,172
423874,PTA-2,,Accessorise,13.33,0
423875,PTA-21,,Cocks Standard,0,0
423876,PTA-22,,Cocks Standard,20.67,20.67
423877,PTA-25,,Faucets & Jetsprays & Shower,14.67,0
423878,PTA-26,,Faucets & Jetsprays & Shower,236,32
423879,PTA-27,,Faucets & Jetsprays & Shower,0,0
423880,PTA-3,,Accessorise,123.33,31.33
423881,PTA-32,,Faucets & Jetsprays & Shower,0.67,0
423882,PTA-33,,Faucets & Jetsprays & Shower,16.33,16.33
423883,PTA-34,,Faucets & Jetsprays & Shower,0,0
423884,PTA-36,,Faucets & Jetsprays & Shower,16.67,9.67
423885,PTA-4,,Accessorise,1.67,0
423886,PTA-44,,Faucets & Jetsprays & Shower,7.33,0
423887,PTA-48,,Cabinet,162,42
423888,PTA-49,,Cabinet,204.33,264.33
423889,PTA-5,,Accessorise,55.33,0
423890,PTA-50,,Cabinet,16.67,16.67
423891,PTA-53,,Ball Cock,739.67,230.67
423892,PTA-54,,Ball Cock,1185,1358
423893,PTA-55,,Ball Cock,243.33,75.33
423894,PTA-56,,Ball Cock,8.33,0
423895,PTA-57,,Ball Cock,19.33,0
423896,PTA-58,,Ball Cock,17,0
423897,PTA-59,,Waste Pipes,328.5,92.5
423898,PTA-6,,Accessorise,32.67,0
423899,PTA-60,,Waste Pipes,39,0
423900,PTA-61,,Waste Pipes,867.5,1002.5
423901,PTA-62,,Waste Pipes,1081,572
423902,PTA-63,,Waste Pipes,212,0
423903,PTA-64,,Waste Pipes,454.5,0
423904,PTA-65,,P.V.C. Connections,118.5,0
423905,PTA-66,,P.V.C. Connections,10,8
423906,PTA-67,,P.V.C. Connections,1930.5,1568.5
423907,PTA-68,,P.V.C. Connections,1447.5,1344.5
423908,PTA-69,,P.V.C. Connections,94.01,0
423909,PTA-7,,Accessorise,0,0
423910,PTA-70,,P.V.C. Connections,117.5,0
423911,PTA-71,,Cistern & Seat Cover,193,155
423912,PTA-72,,Cistern & Seat Cover,85.67,49.67
423913,PTA-73,,Cistern & Seat Cover,72.33,89.33
423914,PTA-74,,Cistern & Seat Cover,22.33,22.33
423915,PTA-76,,Cocks Premium,58.67,208.67
423916,PTA-77,,Cocks Premium,0,0
423917,PTA-78,,Cistern & Seat Cover,252,242
423918,PTA-79,,Cistern & Seat Cover,186.33,60.33
423919,PTA-80,,Cistern & Seat Cover,49.33,44.33
423920,PTA-81,,Cistern & Seat Cover,0,0
423921,PTA-82,,Cistern & Seat Cover,63.33,0
423922,PTA-83,,Cistern & Seat Cover,21,0
423923,PTA-84,,Cistern & Seat Cover,80.67,61.67
423924,PTA-85,,Cistern & Seat Cover,20,20
423925,PTA-9,,Faucets & Jetsprays & Shower,1.67,0
423926,SB-01,WHITE,Accessorise,33.33,33.33
423927,SF-01,,Accessorise,0,0
423928,SP-02,IVORY,Accessorise,0,0
423929,SP-02,WHITE,Accessorise,350,510

